userId	geneSymbol	geneName	entrezgene	gLink
HPGDS	HPGDS	hematopoietic prostaglandin D synthase	27306	https://www.ncbi.nlm.nih.gov/gene/?term=27306
PDLIM5	PDLIM5	PDZ and LIM domain 5	10611	https://www.ncbi.nlm.nih.gov/gene/?term=10611
BMPR1B	BMPR1B	bone morphogenetic protein receptor type 1B	658	https://www.ncbi.nlm.nih.gov/gene/?term=658
PLEKHG4B	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B	153478	https://www.ncbi.nlm.nih.gov/gene/?term=153478
LRRC14B	LRRC14B	leucine rich repeat containing 14B	389257	https://www.ncbi.nlm.nih.gov/gene/?term=389257
CCDC127	CCDC127	coiled-coil domain containing 127	133957	https://www.ncbi.nlm.nih.gov/gene/?term=133957
SDHA	SDHA	succinate dehydrogenase complex flavoprotein subunit A	6389	https://www.ncbi.nlm.nih.gov/gene/?term=6389
PDCD6	PDCD6	programmed cell death 6	10016	https://www.ncbi.nlm.nih.gov/gene/?term=10016
AHRR	AHRR	aryl-hydrocarbon receptor repressor	57491	https://www.ncbi.nlm.nih.gov/gene/?term=57491
EXOC3	EXOC3	exocyst complex component 3	11336	https://www.ncbi.nlm.nih.gov/gene/?term=11336
SLC9A3	SLC9A3	solute carrier family 9 member A3	6550	https://www.ncbi.nlm.nih.gov/gene/?term=6550
MIR4456	MIR4456	microRNA 4456	100616381	https://www.ncbi.nlm.nih.gov/gene/?term=100616381
CEP72	CEP72	centrosomal protein 72	55722	https://www.ncbi.nlm.nih.gov/gene/?term=55722
TPPP	TPPP	tubulin polymerization promoting protein	11076	https://www.ncbi.nlm.nih.gov/gene/?term=11076
ZDHHC11	ZDHHC11	zinc finger DHHC-type containing 11	79844	https://www.ncbi.nlm.nih.gov/gene/?term=79844
ZDHHC11B	ZDHHC11B	zinc finger DHHC-type containing 11B	653082	https://www.ncbi.nlm.nih.gov/gene/?term=653082
SPCS2P3	SPCS2P3	signal peptidase complex subunit 2 pseudogene 3	100288739	https://www.ncbi.nlm.nih.gov/gene/?term=100288739
BRD9	BRD9	bromodomain containing 9	65980	https://www.ncbi.nlm.nih.gov/gene/?term=65980
TRIP13	TRIP13	thyroid hormone receptor interactor 13	9319	https://www.ncbi.nlm.nih.gov/gene/?term=9319
NKD2	NKD2	NKD2, WNT signaling pathway inhibitor	85409	https://www.ncbi.nlm.nih.gov/gene/?term=85409
SLC12A7	SLC12A7	solute carrier family 12 member 7	10723	https://www.ncbi.nlm.nih.gov/gene/?term=10723
MIR4635	MIR4635	microRNA 4635	100616479	https://www.ncbi.nlm.nih.gov/gene/?term=100616479
CTD-3080P12.3	CTD-3080P12.3	uncharacterized LOC101928857	101928857	https://www.ncbi.nlm.nih.gov/gene/?term=101928857
SLC6A19	SLC6A19	solute carrier family 6 member 19	340024	https://www.ncbi.nlm.nih.gov/gene/?term=340024
SLC6A18	SLC6A18	solute carrier family 6 member 18	348932	https://www.ncbi.nlm.nih.gov/gene/?term=348932
TERT	TERT	telomerase reverse transcriptase	7015	https://www.ncbi.nlm.nih.gov/gene/?term=7015
MIR4457	MIR4457	microRNA 4457	100616235	https://www.ncbi.nlm.nih.gov/gene/?term=100616235
CLPTM1L	CLPTM1L	CLPTM1 like	81037	https://www.ncbi.nlm.nih.gov/gene/?term=81037
MIR4277	MIR4277	microRNA 4277	100422966	https://www.ncbi.nlm.nih.gov/gene/?term=100422966
MRPL36	MRPL36	mitochondrial ribosomal protein L36	64979	https://www.ncbi.nlm.nih.gov/gene/?term=64979
NDUFS6	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	4726	https://www.ncbi.nlm.nih.gov/gene/?term=4726
IRX4	IRX4	iroquois homeobox 4	50805	https://www.ncbi.nlm.nih.gov/gene/?term=50805
CTD-2194D22.4	CTD-2194D22.4	uncharacterized LOC101929081	101929081	https://www.ncbi.nlm.nih.gov/gene/?term=101929081
IRX2	IRX2	iroquois homeobox 2	153572	https://www.ncbi.nlm.nih.gov/gene/?term=153572
C5orf38	C5orf38	chromosome 5 open reading frame 38	153571	https://www.ncbi.nlm.nih.gov/gene/?term=153571
LINC01019	LINC01019	long intergenic non-protein coding RNA 1019	285577	https://www.ncbi.nlm.nih.gov/gene/?term=285577
NNT-AS1	NNT-AS1	NNT antisense RNA 1	100652772	https://www.ncbi.nlm.nih.gov/gene/?term=100652772
NNT	NNT	nicotinamide nucleotide transhydrogenase	23530	https://www.ncbi.nlm.nih.gov/gene/?term=23530
RPL29P12	RPL29P12	ribosomal protein L29 pseudogene 12	283412	https://www.ncbi.nlm.nih.gov/gene/?term=283412
RNU6-381P	RNU6-381P	RNA, U6 small nuclear 381, pseudogene	106480576	https://www.ncbi.nlm.nih.gov/gene/?term=106480576
FGF10	FGF10	fibroblast growth factor 10	2255	https://www.ncbi.nlm.nih.gov/gene/?term=2255
RN7SL383P	RN7SL383P	RNA, 7SL, cytoplasmic 383, pseudogene	106479363	https://www.ncbi.nlm.nih.gov/gene/?term=106479363
RNA5SP200	RNA5SP200	RNA, 5S ribosomal pseudogene 200	100873461	https://www.ncbi.nlm.nih.gov/gene/?term=100873461
STC2	STC2	stanniocalcin 2	8614	https://www.ncbi.nlm.nih.gov/gene/?term=8614
RNU6-500P	RNU6-500P	RNA, U6 small nuclear 500, pseudogene	106479788	https://www.ncbi.nlm.nih.gov/gene/?term=106479788
BOD1	BOD1	biorientation of chromosomes in cell division 1	91272	https://www.ncbi.nlm.nih.gov/gene/?term=91272
CPEB4	CPEB4	cytoplasmic polyadenylation element binding protein 4	80315	https://www.ncbi.nlm.nih.gov/gene/?term=80315
C5orf47	C5orf47	chromosome 5 open reading frame 47	133491	https://www.ncbi.nlm.nih.gov/gene/?term=133491
NSG2	NSG2	neuronal vesicle trafficking associated 2	51617	https://www.ncbi.nlm.nih.gov/gene/?term=51617
ELOVL2	ELOVL2	ELOVL fatty acid elongase 2	54898	https://www.ncbi.nlm.nih.gov/gene/?term=54898
ELOVL2-AS1	ELOVL2-AS1	ELOVL2 antisense RNA 1	100506409	https://www.ncbi.nlm.nih.gov/gene/?term=100506409
SMIM13	SMIM13	small integral membrane protein 13	221710	https://www.ncbi.nlm.nih.gov/gene/?term=221710
ERVFRD-1	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope	405754	https://www.ncbi.nlm.nih.gov/gene/?term=405754
NEDD9	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	4739	https://www.ncbi.nlm.nih.gov/gene/?term=4739
RNU1-64P	RNU1-64P	RNA, U1 small nuclear 64, pseudogene	106480168	https://www.ncbi.nlm.nih.gov/gene/?term=106480168
SYCP2L	SYCP2L	synaptonemal complex protein 2 like	221711	https://www.ncbi.nlm.nih.gov/gene/?term=221711
TMPOP1	TMPOP1	thymopoietin pseudogene 1	100129772	https://www.ncbi.nlm.nih.gov/gene/?term=100129772
SUCLA2P1	SUCLA2P1	succinate-CoA ligase ADP-forming beta subunit pseudogene 1	646520	https://www.ncbi.nlm.nih.gov/gene/?term=646520
RANP1	RANP1	RAN, member RAS oncogene family pseudogene 1	221547	https://www.ncbi.nlm.nih.gov/gene/?term=221547
HLA-E	HLA-E	major histocompatibility complex, class I, E	3133	https://www.ncbi.nlm.nih.gov/gene/?term=3133
GNL1	GNL1	G protein nucleolar 1 (putative)	2794	https://www.ncbi.nlm.nih.gov/gene/?term=2794
PRR3	PRR3	proline rich 3	80742	https://www.ncbi.nlm.nih.gov/gene/?term=80742
ABCF1	ABCF1	ATP binding cassette subfamily F member 1	23	https://www.ncbi.nlm.nih.gov/gene/?term=23
MIR877	MIR877	microRNA 877	100126314	https://www.ncbi.nlm.nih.gov/gene/?term=100126314
PPP1R10	PPP1R10	protein phosphatase 1 regulatory subunit 10	5514	https://www.ncbi.nlm.nih.gov/gene/?term=5514
MRPS18B	MRPS18B	mitochondrial ribosomal protein S18B	28973	https://www.ncbi.nlm.nih.gov/gene/?term=28973
ATAT1	ATAT1	alpha tubulin acetyltransferase 1	79969	https://www.ncbi.nlm.nih.gov/gene/?term=79969
PTMAP1	PTMAP1	prothymosin alpha pseudogene 1	5758	https://www.ncbi.nlm.nih.gov/gene/?term=5758
C6orf136	C6orf136	chromosome 6 open reading frame 136	221545	https://www.ncbi.nlm.nih.gov/gene/?term=221545
DHX16	DHX16	DEAH-box helicase 16	8449	https://www.ncbi.nlm.nih.gov/gene/?term=8449
PPP1R18	PPP1R18	protein phosphatase 1 regulatory subunit 18	170954	https://www.ncbi.nlm.nih.gov/gene/?term=170954
NRM	NRM	nurim	11270	https://www.ncbi.nlm.nih.gov/gene/?term=11270
RPL7P4	RPL7P4	ribosomal protein L7 pseudogene 4	100133037	https://www.ncbi.nlm.nih.gov/gene/?term=100133037
MDC1	MDC1	mediator of DNA damage checkpoint 1	9656	https://www.ncbi.nlm.nih.gov/gene/?term=9656
MDC1-AS1	MDC1-AS1	MDC1 antisense RNA 1	106478956	https://www.ncbi.nlm.nih.gov/gene/?term=106478956
TUBB	TUBB	tubulin beta class I	203068	https://www.ncbi.nlm.nih.gov/gene/?term=203068
FLOT1	FLOT1	flotillin 1	10211	https://www.ncbi.nlm.nih.gov/gene/?term=10211
IER3	IER3	immediate early response 3	8870	https://www.ncbi.nlm.nih.gov/gene/?term=8870
RN7SL353P	RN7SL353P	RNA, 7SL, cytoplasmic 353, pseudogene	106481020	https://www.ncbi.nlm.nih.gov/gene/?term=106481020
HCG20	HCG20	HLA complex group 20	105375013	https://www.ncbi.nlm.nih.gov/gene/?term=105375013
LINC00243	LINC00243	long intergenic non-protein coding RNA 243	401247	https://www.ncbi.nlm.nih.gov/gene/?term=401247
RN7SKP186	RN7SKP186	RNA, 7SK small nuclear pseudogene 186	106480692	https://www.ncbi.nlm.nih.gov/gene/?term=106480692
DDR1	DDR1	discoidin domain receptor tyrosine kinase 1	780	https://www.ncbi.nlm.nih.gov/gene/?term=780
MIR4640	MIR4640	microRNA 4640	100616237	https://www.ncbi.nlm.nih.gov/gene/?term=100616237
GTF2H4	GTF2H4	general transcription factor IIH subunit 4	2968	https://www.ncbi.nlm.nih.gov/gene/?term=2968
VARS2	VARS2	valyl-tRNA synthetase 2, mitochondrial	57176	https://www.ncbi.nlm.nih.gov/gene/?term=57176
SFTA2	SFTA2	surfactant associated 2	389376	https://www.ncbi.nlm.nih.gov/gene/?term=389376
HCG21	HCG21	HLA complex group 21	102723346	https://www.ncbi.nlm.nih.gov/gene/?term=102723346
MUC21	MUC21	mucin 21, cell surface associated	394263	https://www.ncbi.nlm.nih.gov/gene/?term=394263
MUC22	MUC22	mucin 22	100507679	https://www.ncbi.nlm.nih.gov/gene/?term=100507679
HCG22	HCG22	HLA complex group 22 (gene/pseudogene)	285834	https://www.ncbi.nlm.nih.gov/gene/?term=285834
RNU6-1133P	RNU6-1133P	RNA, U6 small nuclear 1133, pseudogene	106481537	https://www.ncbi.nlm.nih.gov/gene/?term=106481537
C6orf15	C6orf15	chromosome 6 open reading frame 15	29113	https://www.ncbi.nlm.nih.gov/gene/?term=29113
PSORS1C1	PSORS1C1	psoriasis susceptibility 1 candidate 1	170679	https://www.ncbi.nlm.nih.gov/gene/?term=170679
CDSN	CDSN	corneodesmosin	1041	https://www.ncbi.nlm.nih.gov/gene/?term=1041
PSORS1C2	PSORS1C2	psoriasis susceptibility 1 candidate 2	170680	https://www.ncbi.nlm.nih.gov/gene/?term=170680
CCHCR1	CCHCR1	coiled-coil alpha-helical rod protein 1	54535	https://www.ncbi.nlm.nih.gov/gene/?term=54535
TCF19	TCF19	transcription factor 19	6941	https://www.ncbi.nlm.nih.gov/gene/?term=6941
POU5F1	POU5F1	POU class 5 homeobox 1	5460	https://www.ncbi.nlm.nih.gov/gene/?term=5460
PSORS1C3	PSORS1C3	psoriasis susceptibility 1 candidate 3	100130889	https://www.ncbi.nlm.nih.gov/gene/?term=100130889
HCG27	HCG27	HLA complex group 27	253018	https://www.ncbi.nlm.nih.gov/gene/?term=253018
HLA-C	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
USP8P1	USP8P1	ubiquitin specific peptidase 8 pseudogene 1	100287272	https://www.ncbi.nlm.nih.gov/gene/?term=100287272
RPL3P2	RPL3P2	ribosomal protein L3 pseudogene 2	116935	https://www.ncbi.nlm.nih.gov/gene/?term=116935
WASF5P	WASF5P	WAS protein family member 5, pseudogene	387122	https://www.ncbi.nlm.nih.gov/gene/?term=387122
HLA-B	HLA-B	major histocompatibility complex, class I, B	3106	https://www.ncbi.nlm.nih.gov/gene/?term=3106
DHFRP2	DHFRP2	dihydrofolate reductase pseudogene 2	729816	https://www.ncbi.nlm.nih.gov/gene/?term=729816
RNU6-283P	RNU6-283P	RNA, U6 small nuclear 283, pseudogene	106479692	https://www.ncbi.nlm.nih.gov/gene/?term=106479692
FGFR3P1	FGFR3P1	fibroblast growth factor receptor 3 pseudogene 1	100462812	https://www.ncbi.nlm.nih.gov/gene/?term=100462812
ZDHHC20P2	ZDHHC20P2	zinc finger DHHC-type containing 20 pseudogene 2	100048908	https://www.ncbi.nlm.nih.gov/gene/?term=100048908
HLA-S	HLA-S	major histocompatibility complex, class I, S (pseudogene)	267015	https://www.ncbi.nlm.nih.gov/gene/?term=267015
HCP5	HCP5	HLA complex P5	10866	https://www.ncbi.nlm.nih.gov/gene/?term=10866
MICA	MICA	MHC class I polypeptide-related sequence A	100507436	https://www.ncbi.nlm.nih.gov/gene/?term=100507436
RPL15P4	RPL15P4	ribosomal protein L15 pseudogene 4	100129921	https://www.ncbi.nlm.nih.gov/gene/?term=100129921
MCCD1	MCCD1	mitochondrial coiled-coil domain 1	401250	https://www.ncbi.nlm.nih.gov/gene/?term=401250
ATP6V1G2-DDX39B	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	100532737	https://www.ncbi.nlm.nih.gov/gene/?term=100532737
DDX39B	DDX39B	DExD-box helicase 39B	7919	https://www.ncbi.nlm.nih.gov/gene/?term=7919
SNORD117	SNORD117	small nucleolar RNA, C/D box 117	692233	https://www.ncbi.nlm.nih.gov/gene/?term=692233
SNORD84	SNORD84	small nucleolar RNA, C/D box 84	692199	https://www.ncbi.nlm.nih.gov/gene/?term=692199
DDX39B-AS1	DDX39B-AS1	DDX39B antisense RNA 1	106478957	https://www.ncbi.nlm.nih.gov/gene/?term=106478957
ATP6V1G2	ATP6V1G2	ATPase H+ transporting V1 subunit G2	534	https://www.ncbi.nlm.nih.gov/gene/?term=534
NFKBIL1	NFKBIL1	NFKB inhibitor like 1	4795	https://www.ncbi.nlm.nih.gov/gene/?term=4795
LTA	LTA	lymphotoxin alpha	4049	https://www.ncbi.nlm.nih.gov/gene/?term=4049
TNF	TNF	tumor necrosis factor	7124	https://www.ncbi.nlm.nih.gov/gene/?term=7124
LTB	LTB	lymphotoxin beta	4050	https://www.ncbi.nlm.nih.gov/gene/?term=4050
LST1	LST1	leukocyte specific transcript 1	7940	https://www.ncbi.nlm.nih.gov/gene/?term=7940
NCR3	NCR3	natural cytotoxicity triggering receptor 3	259197	https://www.ncbi.nlm.nih.gov/gene/?term=259197
UQCRHP1	UQCRHP1	ubiquinol-cytochrome c reductase hinge protein pseudogene 1	100130756	https://www.ncbi.nlm.nih.gov/gene/?term=100130756
AIF1	AIF1	allograft inflammatory factor 1	199	https://www.ncbi.nlm.nih.gov/gene/?term=199
PRRC2A	PRRC2A	proline rich coiled-coil 2A	7916	https://www.ncbi.nlm.nih.gov/gene/?term=7916
SNORA38	SNORA38	small nucleolar RNA, H/ACA box 38	677820	https://www.ncbi.nlm.nih.gov/gene/?term=677820
BAG6	BAG6	BCL2 associated athanogene 6	7917	https://www.ncbi.nlm.nih.gov/gene/?term=7917
APOM	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
C6orf47	C6orf47	chromosome 6 open reading frame 47	57827	https://www.ncbi.nlm.nih.gov/gene/?term=57827
C6orf47-AS1	C6orf47-AS1	C6orf47 antisense RNA 1	106480731	https://www.ncbi.nlm.nih.gov/gene/?term=106480731
GPANK1	GPANK1	G-patch domain and ankyrin repeats 1	7918	https://www.ncbi.nlm.nih.gov/gene/?term=7918
CSNK2B	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
LY6G5B	LY6G5B	lymphocyte antigen 6 family member G5B	58496	https://www.ncbi.nlm.nih.gov/gene/?term=58496
LY6G5C	LY6G5C	lymphocyte antigen 6 family member G5C	80741	https://www.ncbi.nlm.nih.gov/gene/?term=80741
ABHD16A	ABHD16A	abhydrolase domain containing 16A	7920	https://www.ncbi.nlm.nih.gov/gene/?term=7920
MIR4646	MIR4646	microRNA 4646	100616230	https://www.ncbi.nlm.nih.gov/gene/?term=100616230
LY6G6F	LY6G6F	lymphocyte antigen 6 family member G6F	259215	https://www.ncbi.nlm.nih.gov/gene/?term=259215
LY6G6E	LY6G6E	lymphocyte antigen 6 family member G6E	79136	https://www.ncbi.nlm.nih.gov/gene/?term=79136
LY6G6D	LY6G6D	lymphocyte antigen 6 family member G6D	58530	https://www.ncbi.nlm.nih.gov/gene/?term=58530
LY6G6C	LY6G6C	lymphocyte antigen 6 family member G6C	80740	https://www.ncbi.nlm.nih.gov/gene/?term=80740
DDAH2	DDAH2	dimethylarginine dimethylaminohydrolase 2	23564	https://www.ncbi.nlm.nih.gov/gene/?term=23564
CLIC1	CLIC1	chloride intracellular channel 1	1192	https://www.ncbi.nlm.nih.gov/gene/?term=1192
MSH5	MSH5	mutS homolog 5	4439	https://www.ncbi.nlm.nih.gov/gene/?term=4439
MSH5-SAPCD1	MSH5-SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)	100532732	https://www.ncbi.nlm.nih.gov/gene/?term=100532732
RNU6-850P	RNU6-850P	RNA, U6 small nuclear 850, pseudogene	106481919	https://www.ncbi.nlm.nih.gov/gene/?term=106481919
SAPCD1	SAPCD1	suppressor APC domain containing 1	401251	https://www.ncbi.nlm.nih.gov/gene/?term=401251
SAPCD1-AS1	SAPCD1-AS1	SAPCD1 antisense RNA 1	104413891	https://www.ncbi.nlm.nih.gov/gene/?term=104413891
VWA7	VWA7	von Willebrand factor A domain containing 7	80737	https://www.ncbi.nlm.nih.gov/gene/?term=80737
VARS	VARS	valyl-tRNA synthetase	7407	https://www.ncbi.nlm.nih.gov/gene/?term=7407
LSM2	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	57819	https://www.ncbi.nlm.nih.gov/gene/?term=57819
HSPA1L	HSPA1L	heat shock protein family A (Hsp70) member 1 like	3305	https://www.ncbi.nlm.nih.gov/gene/?term=3305
HSPA1A	HSPA1A	heat shock protein family A (Hsp70) member 1A	3303	https://www.ncbi.nlm.nih.gov/gene/?term=3303
HSPA1B	HSPA1B	heat shock protein family A (Hsp70) member 1B	3304	https://www.ncbi.nlm.nih.gov/gene/?term=3304
C6orf48	C6orf48	chromosome 6 open reading frame 48	50854	https://www.ncbi.nlm.nih.gov/gene/?term=50854
SNORD48	SNORD48	small nucleolar RNA, C/D box 48	26801	https://www.ncbi.nlm.nih.gov/gene/?term=26801
SNORD52	SNORD52	small nucleolar RNA, C/D box 52	26797	https://www.ncbi.nlm.nih.gov/gene/?term=26797
NEU1	NEU1	neuraminidase 1	4758	https://www.ncbi.nlm.nih.gov/gene/?term=4758
SLC44A4	SLC44A4	solute carrier family 44 member 4	80736	https://www.ncbi.nlm.nih.gov/gene/?term=80736
EHMT2	EHMT2	euchromatic histone lysine methyltransferase 2	10919	https://www.ncbi.nlm.nih.gov/gene/?term=10919
EHMT2-AS1	EHMT2-AS1	EHMT2 and SLC44A4 antisense RNA 1	106478954	https://www.ncbi.nlm.nih.gov/gene/?term=106478954
C2	C2	complement C2	717	https://www.ncbi.nlm.nih.gov/gene/?term=717
ZBTB12	ZBTB12	zinc finger and BTB domain containing 12	221527	https://www.ncbi.nlm.nih.gov/gene/?term=221527
CFB	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
NELFE	NELFE	negative elongation factor complex member E	7936	https://www.ncbi.nlm.nih.gov/gene/?term=7936
MIR1236	MIR1236	microRNA 1236	100302242	https://www.ncbi.nlm.nih.gov/gene/?term=100302242
SKIV2L	SKIV2L	Ski2 like RNA helicase	6499	https://www.ncbi.nlm.nih.gov/gene/?term=6499
DXO	DXO	decapping exoribonuclease	1797	https://www.ncbi.nlm.nih.gov/gene/?term=1797
STK19	STK19	serine/threonine kinase 19	8859	https://www.ncbi.nlm.nih.gov/gene/?term=8859
C4A	C4A	complement C4A (Rodgers blood group)	720	https://www.ncbi.nlm.nih.gov/gene/?term=720
C4A-AS1	C4A-AS1	C4A antisense RNA 1	106478955	https://www.ncbi.nlm.nih.gov/gene/?term=106478955
CYP21A1P	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene	1590	https://www.ncbi.nlm.nih.gov/gene/?term=1590
TNXA	TNXA	tenascin XA (pseudogene)	7146	https://www.ncbi.nlm.nih.gov/gene/?term=7146
C4B	C4B	complement C4B (Chido blood group)	721	https://www.ncbi.nlm.nih.gov/gene/?term=721
C4B-AS1	C4B-AS1	C4B antisense RNA 1	106480730	https://www.ncbi.nlm.nih.gov/gene/?term=106480730
CYP21A2	CYP21A2	cytochrome P450 family 21 subfamily A member 2	1589	https://www.ncbi.nlm.nih.gov/gene/?term=1589
TNXB	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
RNA5SP206	RNA5SP206	RNA, 5S ribosomal pseudogene 206	106478999	https://www.ncbi.nlm.nih.gov/gene/?term=106478999
ATF6B	ATF6B	activating transcription factor 6 beta	1388	https://www.ncbi.nlm.nih.gov/gene/?term=1388
FKBPL	FKBPL	FKBP prolyl isomerase like	63943	https://www.ncbi.nlm.nih.gov/gene/?term=63943
PRRT1	PRRT1	proline rich transmembrane protein 1	80863	https://www.ncbi.nlm.nih.gov/gene/?term=80863
PPT2	PPT2	palmitoyl-protein thioesterase 2	9374	https://www.ncbi.nlm.nih.gov/gene/?term=9374
PPT2-EGFL8	PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)	100532746	https://www.ncbi.nlm.nih.gov/gene/?term=100532746
EGFL8	EGFL8	EGF like domain multiple 8	80864	https://www.ncbi.nlm.nih.gov/gene/?term=80864
AGPAT1	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554	https://www.ncbi.nlm.nih.gov/gene/?term=10554
RNF5	RNF5	ring finger protein 5	6048	https://www.ncbi.nlm.nih.gov/gene/?term=6048
AGER	AGER	advanced glycosylation end-product specific receptor	177	https://www.ncbi.nlm.nih.gov/gene/?term=177
PBX2	PBX2	PBX homeobox 2	5089	https://www.ncbi.nlm.nih.gov/gene/?term=5089
GPSM3	GPSM3	G protein signaling modulator 3	63940	https://www.ncbi.nlm.nih.gov/gene/?term=63940
NOTCH4	NOTCH4	notch receptor 4	4855	https://www.ncbi.nlm.nih.gov/gene/?term=4855
HNRNPA1P2	HNRNPA1P2	heterogeneous nuclear ribonucleoprotein A1 pseudogene 2	100131609	https://www.ncbi.nlm.nih.gov/gene/?term=100131609
RNU6-603P	RNU6-603P	RNA, U6 small nuclear 603, pseudogene	106480594	https://www.ncbi.nlm.nih.gov/gene/?term=106480594
HCG23	HCG23	HLA complex group 23	414764	https://www.ncbi.nlm.nih.gov/gene/?term=414764
BTNL2	BTNL2	butyrophilin like 2	56244	https://www.ncbi.nlm.nih.gov/gene/?term=56244
HLA-DRA	HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	https://www.ncbi.nlm.nih.gov/gene/?term=3122
HLA-DRB9	HLA-DRB9	major histocompatibility complex, class II, DR beta 9 (pseudogene)	3132	https://www.ncbi.nlm.nih.gov/gene/?term=3132
HLA-DRB5	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	https://www.ncbi.nlm.nih.gov/gene/?term=3127
RNU1-61P	RNU1-61P	RNA, U1 small nuclear 61, pseudogene	106481980	https://www.ncbi.nlm.nih.gov/gene/?term=106481980
HLA-DRB6	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)	3128	https://www.ncbi.nlm.nih.gov/gene/?term=3128
HLA-DRB1	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	https://www.ncbi.nlm.nih.gov/gene/?term=3123
HLA-DQA1	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	https://www.ncbi.nlm.nih.gov/gene/?term=3117
HLA-DQB1	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	https://www.ncbi.nlm.nih.gov/gene/?term=3119
HLA-DQB1-AS1	HLA-DQB1-AS1	HLA-DQB1 antisense RNA 1	106480429	https://www.ncbi.nlm.nih.gov/gene/?term=106480429
MTCO3P1	MTCO3P1	MT-CO3 pseudogene 1	404026	https://www.ncbi.nlm.nih.gov/gene/?term=404026
HLA-DQB3	HLA-DQB3	major histocompatibility complex, class II, DQ beta 3	3121	https://www.ncbi.nlm.nih.gov/gene/?term=3121
HLA-DQA2	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	https://www.ncbi.nlm.nih.gov/gene/?term=3118
MIR3135B	MIR3135B	microRNA 3135b	100616218	https://www.ncbi.nlm.nih.gov/gene/?term=100616218
HLA-DQB2	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	https://www.ncbi.nlm.nih.gov/gene/?term=3120
HLA-DOB	HLA-DOB	major histocompatibility complex, class II, DO beta	3112	https://www.ncbi.nlm.nih.gov/gene/?term=3112
TAP2	TAP2	transporter 2, ATP binding cassette subfamily B member	6891	https://www.ncbi.nlm.nih.gov/gene/?term=6891
PSMB8	PSMB8	proteasome subunit beta 8	5696	https://www.ncbi.nlm.nih.gov/gene/?term=5696
PSMB9	PSMB9	proteasome subunit beta 9	5698	https://www.ncbi.nlm.nih.gov/gene/?term=5698
TAP1	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	https://www.ncbi.nlm.nih.gov/gene/?term=6890
PPP1R2P1	PPP1R2P1	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1	100507444	https://www.ncbi.nlm.nih.gov/gene/?term=100507444
HLA-Z	HLA-Z	major histocompatibility complex, class I, Z (pseudogene)	267017	https://www.ncbi.nlm.nih.gov/gene/?term=267017
HLA-DMB	HLA-DMB	major histocompatibility complex, class II, DM beta	3109	https://www.ncbi.nlm.nih.gov/gene/?term=3109
HLA-DMA	HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	https://www.ncbi.nlm.nih.gov/gene/?term=3108
ADCY10P1	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1	221442	https://www.ncbi.nlm.nih.gov/gene/?term=221442
TREML1	TREML1	triggering receptor expressed on myeloid cells like 1	340205	https://www.ncbi.nlm.nih.gov/gene/?term=340205
TREM2	TREM2	triggering receptor expressed on myeloid cells 2	54209	https://www.ncbi.nlm.nih.gov/gene/?term=54209
TREML2	TREML2	triggering receptor expressed on myeloid cells like 2	79865	https://www.ncbi.nlm.nih.gov/gene/?term=79865
TREML3P	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene	340206	https://www.ncbi.nlm.nih.gov/gene/?term=340206
TREML4	TREML4	triggering receptor expressed on myeloid cells like 4	285852	https://www.ncbi.nlm.nih.gov/gene/?term=285852
RNA5SP207	RNA5SP207	RNA, 5S ribosomal pseudogene 207	100873467	https://www.ncbi.nlm.nih.gov/gene/?term=100873467
TREML5P	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene	221438	https://www.ncbi.nlm.nih.gov/gene/?term=221438
TREM1	TREM1	triggering receptor expressed on myeloid cells 1	54210	https://www.ncbi.nlm.nih.gov/gene/?term=54210
